customer_id,credit_history_length,default_history,credit_history_category,has_default_history,financial_risk_level
C002467,3,N,medium,0,medium
C002468,3,N,medium,0,medium
C002469,2,N,short,0,medium
C002470,2,N,short,0,medium
C002471,3,N,medium,0,medium
C002472,3,N,medium,0,medium
C002473,2,N,short,0,medium
C002474,4,N,medium,0,medium
C002475,3,N,medium,0,medium
C002476,3,N,medium,0,medium
C002477,3,N,medium,0,medium
C002478,3,N,medium,0,medium
C002479,3,Y,medium,1,high
C002480,2,Y,short,1,high
C002481,2,N,short,0,medium
C002482,4,N,medium,0,medium
C002483,2,N,short,0,medium
C002484,3,N,medium,0,medium
C002485,4,N,medium,0,medium
C002486,4,N,medium,0,medium
C002487,3,Y,medium,1,high
C002488,3,N,medium,0,medium
C002489,4,N,medium,0,medium
C002490,3,N,medium,0,medium
C002491,2,Y,short,1,high
C002492,2,N,short,0,medium
C002493,4,Y,medium,1,high
C002494,4,N,medium,0,medium
C002495,4,N,medium,0,medium
C002496,4,N,medium,0,medium
C002497,3,N,medium,0,medium
C002498,4,N,medium,0,medium
C002499,2,N,short,0,medium
C002500,2,N,short,0,medium
C002501,2,N,short,0,medium
C002502,2,Y,short,1,high
C002503,2,Y,short,1,high
C002504,4,Y,medium,1,high
C002505,4,N,medium,0,medium
C002506,3,N,medium,0,medium
C002507,2,N,short,0,medium
C002508,2,N,short,0,medium
C002509,2,N,short,0,medium
C002510,4,N,medium,0,medium
C002511,2,N,short,0,medium
C002512,3,N,medium,0,medium
C002513,4,N,medium,0,medium
C002514,4,N,medium,0,medium
C002515,2,N,short,0,medium
C002516,2,Y,short,1,high
C002517,3,N,medium,0,medium
C002518,4,N,medium,0,medium
C002519,4,N,medium,0,medium
C002520,2,N,short,0,medium
C002521,2,N,short,0,medium
C002522,3,Y,medium,1,high
C002523,4,N,medium,0,medium
C002524,3,N,medium,0,medium
C002525,4,N,medium,0,medium
C002526,4,N,medium,0,medium
C002527,2,N,short,0,medium
C002528,2,N,short,0,medium
C002529,2,Y,short,1,high
C002530,3,N,medium,0,medium
C002531,2,N,short,0,medium
C002532,4,N,medium,0,medium
C002533,2,N,short,0,medium
C002534,3,N,medium,0,medium
C002535,2,N,short,0,medium
C002536,3,N,medium,0,medium
C002537,2,N,short,0,medium
C002538,3,N,medium,0,medium
C002539,4,N,medium,0,medium
C002540,2,Y,short,1,high
C002541,3,N,medium,0,medium
C002542,4,N,medium,0,medium
C002543,2,N,short,0,medium
C002544,2,N,short,0,medium
C002545,3,N,medium,0,medium
C002546,3,N,medium,0,medium
C002547,2,Y,short,1,high
C002548,4,N,medium,0,medium
C002549,2,N,short,0,medium
C002550,3,N,medium,0,medium
C002551,3,Y,medium,1,high
C002552,4,N,medium,0,medium
C002553,2,Y,short,1,high
C002554,4,N,medium,0,medium
C002555,4,N,medium,0,medium
C002556,4,N,medium,0,medium
C002557,4,N,medium,0,medium
C002558,4,N,medium,0,medium
C002559,4,N,medium,0,medium
C002560,2,N,short,0,medium
C002561,4,N,medium,0,medium
C002562,3,N,medium,0,medium
C002563,4,Y,medium,1,high
C002564,2,N,short,0,medium
C002565,4,N,medium,0,medium
C002566,2,N,short,0,medium
C002567,4,N,medium,0,medium
C002568,3,N,medium,0,medium
C002569,4,N,medium,0,medium
C002570,3,N,medium,0,medium
C002571,3,N,medium,0,medium
C002572,2,Y,short,1,high
C002573,2,N,short,0,medium
C002574,2,N,short,0,medium
C002575,2,N,short,0,medium
C002576,3,N,medium,0,medium
C002577,2,N,short,0,medium
C002578,4,N,medium,0,medium
C002579,2,N,short,0,medium
C002580,2,N,short,0,medium
C002581,4,N,medium,0,medium
C002582,2,N,short,0,medium
C002583,4,N,medium,0,medium
C002584,2,N,short,0,medium
C002585,2,N,short,0,medium
C002586,2,N,short,0,medium
C002587,3,N,medium,0,medium
C002588,2,N,short,0,medium
C002589,2,Y,short,1,high
C002590,2,N,short,0,medium
C002591,3,N,medium,0,medium
C002592,3,N,medium,0,medium
C002593,4,N,medium,0,medium
C002594,3,Y,medium,1,high
C002595,3,Y,medium,1,high
C002596,2,N,short,0,medium
C002597,2,N,short,0,medium
C002598,2,N,short,0,medium
C002599,3,N,medium,0,medium
C002600,4,N,medium,0,medium
C002601,4,N,medium,0,medium
C002602,4,N,medium,0,medium
C002603,3,N,medium,0,medium
C002604,2,N,short,0,medium
C002605,4,N,medium,0,medium
C002606,3,N,medium,0,medium
C002607,2,Y,short,1,high
C002608,3,N,medium,0,medium
C002609,4,N,medium,0,medium
C002610,3,N,medium,0,medium
C002611,3,Y,medium,1,high
C002612,4,N,medium,0,medium
C002613,4,N,medium,0,medium
C002614,3,N,medium,0,medium
C002615,3,N,medium,0,medium
C002616,3,Y,medium,1,high
C002617,3,N,medium,0,medium
C002618,3,N,medium,0,medium
C002619,2,N,short,0,medium
C002620,4,N,medium,0,medium
C002621,2,N,short,0,medium
C002622,4,N,medium,0,medium
C002623,2,N,short,0,medium
C002624,4,N,medium,0,medium
C002625,3,Y,medium,1,high
C002626,3,Y,medium,1,high
C002627,3,N,medium,0,medium
C002628,2,N,short,0,medium
C002629,4,N,medium,0,medium
C002630,3,N,medium,0,medium
C002631,3,N,medium,0,medium
C002632,4,Y,medium,1,high
C002633,2,N,short,0,medium
C002634,4,Y,medium,1,high
C002635,3,N,medium,0,medium
C002636,3,N,medium,0,medium
C002637,4,N,medium,0,medium
C002638,4,N,medium,0,medium
C002639,4,N,medium,0,medium
C002640,4,N,medium,0,medium
C002641,4,N,medium,0,medium
C002642,2,Y,short,1,high
C002643,4,Y,medium,1,high
C002644,3,N,medium,0,medium
C002645,2,N,short,0,medium
C002646,2,N,short,0,medium
C002647,3,N,medium,0,medium
C002648,3,Y,medium,1,high
C002649,3,N,medium,0,medium
C002650,2,N,short,0,medium
C002651,2,N,short,0,medium
C002652,2,N,short,0,medium
C002653,3,N,medium,0,medium
C002654,2,N,short,0,medium
C002655,2,N,short,0,medium
C002656,2,Y,short,1,high
C002657,3,N,medium,0,medium
C002658,2,N,short,0,medium
C002659,2,N,short,0,medium
C002660,3,Y,medium,1,high
C002661,2,N,short,0,medium
C002662,4,N,medium,0,medium
C002663,2,N,short,0,medium
C002664,4,Y,medium,1,high
C002665,4,N,medium,0,medium
C002666,3,N,medium,0,medium
C002667,3,N,medium,0,medium
C002668,3,N,medium,0,medium
C002669,3,N,medium,0,medium
C002670,4,N,medium,0,medium
C002671,2,N,short,0,medium
C002672,4,N,medium,0,medium
C002673,2,N,short,0,medium
C002674,2,N,short,0,medium
C002675,4,N,medium,0,medium
C002676,3,N,medium,0,medium
C002677,2,Y,short,1,high
C002678,4,N,medium,0,medium
C002679,3,N,medium,0,medium
C002680,2,N,short,0,medium
C002681,3,N,medium,0,medium
C002682,4,Y,medium,1,high
C002683,2,N,short,0,medium
C002684,2,Y,short,1,high
C002685,2,N,short,0,medium
C002686,3,N,medium,0,medium
C002687,2,N,short,0,medium
C002688,4,Y,medium,1,high
C002689,3,N,medium,0,medium
C002690,4,N,medium,0,medium
C002691,3,N,medium,0,medium
C002692,3,N,medium,0,medium
C002693,4,N,medium,0,medium
C002694,4,N,medium,0,medium
C002695,4,Y,medium,1,high
C002696,3,N,medium,0,medium
C002697,3,Y,medium,1,high
C002698,2,N,short,0,medium
C002699,4,N,medium,0,medium
C002700,2,Y,short,1,high
C002701,3,N,medium,0,medium
C002702,4,N,medium,0,medium
C002703,4,N,medium,0,medium
C002704,3,N,medium,0,medium
C002705,3,Y,medium,1,high
C002706,3,N,medium,0,medium
C002707,3,N,medium,0,medium
C002708,4,N,medium,0,medium
C002709,3,N,medium,0,medium
C002710,3,N,medium,0,medium
C002711,2,N,short,0,medium
C002712,4,N,medium,0,medium
C002713,4,N,medium,0,medium
C002714,4,N,medium,0,medium
C002715,2,N,short,0,medium
C002716,2,Y,short,1,high
C002717,2,N,short,0,medium
C002718,3,Y,medium,1,high
C002719,2,N,short,0,medium
C002720,4,N,medium,0,medium
C002721,4,N,medium,0,medium
C002722,3,N,medium,0,medium
C002723,4,N,medium,0,medium
C002724,3,N,medium,0,medium
C002725,2,N,short,0,medium
C002726,4,N,medium,0,medium
C002727,3,N,medium,0,medium
C002728,4,N,medium,0,medium
C002729,4,N,medium,0,medium
C002730,3,N,medium,0,medium
C002731,4,N,medium,0,medium
C002732,3,N,medium,0,medium
C002733,2,N,short,0,medium
C002734,4,N,medium,0,medium
C002735,3,Y,medium,1,high
C002736,4,N,medium,0,medium
C002737,2,Y,short,1,high
C002738,2,N,short,0,medium
C002739,4,Y,medium,1,high
C002740,2,N,short,0,medium
C002741,4,N,medium,0,medium
C002742,3,Y,medium,1,high
C002743,3,N,medium,0,medium
C002744,3,Y,medium,1,high
C002745,2,N,short,0,medium
C002746,4,Y,medium,1,high
C002747,3,Y,medium,1,high
C002748,2,N,short,0,medium
C002749,3,Y,medium,1,high
C002750,4,N,medium,0,medium
C002751,4,N,medium,0,medium
C002752,2,N,short,0,medium
C002753,3,Y,medium,1,high
C002754,4,Y,medium,1,high
C002755,2,N,short,0,medium
C002756,4,N,medium,0,medium
C002757,4,N,medium,0,medium
C002758,4,N,medium,0,medium
C002759,4,N,medium,0,medium
C002760,3,N,medium,0,medium
C002761,4,N,medium,0,medium
C002762,3,N,medium,0,medium
C002763,3,N,medium,0,medium
C002764,3,N,medium,0,medium
C002765,2,N,short,0,medium
C002766,2,N,short,0,medium
C002767,2,N,short,0,medium
C002768,3,Y,medium,1,high
C002769,2,N,short,0,medium
C002770,2,N,short,0,medium
C002771,3,N,medium,0,medium
C002772,4,N,medium,0,medium
C002773,2,N,short,0,medium
C002774,4,N,medium,0,medium
C002775,4,N,medium,0,medium
C002776,4,N,medium,0,medium
C002777,2,N,short,0,medium
C002778,3,N,medium,0,medium
C002779,3,N,medium,0,medium
C002780,2,Y,short,1,high
C002781,2,Y,short,1,high
C002782,2,N,short,0,medium
C002783,4,N,medium,0,medium
C002784,4,N,medium,0,medium
C002785,3,N,medium,0,medium
C002786,4,Y,medium,1,high
C002787,4,N,medium,0,medium
C002788,3,N,medium,0,medium
C002789,2,N,short,0,medium
C002790,2,N,short,0,medium
C002791,3,Y,medium,1,high
C002792,3,N,medium,0,medium
C002793,3,Y,medium,1,high
C002794,2,N,short,0,medium
C002795,3,N,medium,0,medium
C002796,4,N,medium,0,medium
C002797,2,N,short,0,medium
C002798,4,N,medium,0,medium
C002799,4,N,medium,0,medium
C002800,3,N,medium,0,medium
C002801,2,N,short,0,medium
C002802,4,N,medium,0,medium
C002803,2,N,short,0,medium
C002804,4,N,medium,0,medium
C002805,4,N,medium,0,medium
C002806,2,N,short,0,medium
C002807,2,Y,short,1,high
C002808,4,N,medium,0,medium
C002809,4,N,medium,0,medium
C002810,4,N,medium,0,medium
C002811,3,Y,medium,1,high
C002812,3,N,medium,0,medium
C002813,4,N,medium,0,medium
C002814,2,N,short,0,medium
C002815,4,N,medium,0,medium
C002816,2,N,short,0,medium
C002817,4,Y,medium,1,high
C002818,3,Y,medium,1,high
C002819,2,Y,short,1,high
C002820,2,N,short,0,medium
C002821,2,N,short,0,medium
C002822,4,N,medium,0,medium
C002823,3,N,medium,0,medium
C002824,2,N,short,0,medium
C002825,3,N,medium,0,medium
C002826,2,N,short,0,medium
C002827,2,N,short,0,medium
C002828,2,N,short,0,medium
C002829,2,N,short,0,medium
C002830,3,Y,medium,1,high
C002831,3,N,medium,0,medium
C002832,2,N,short,0,medium
C002833,3,N,medium,0,medium
C002834,2,N,short,0,medium
C002835,2,N,short,0,medium
C002836,2,N,short,0,medium
C002837,2,N,short,0,medium
C002838,3,N,medium,0,medium
C002839,4,N,medium,0,medium
C002840,4,N,medium,0,medium
C002841,2,Y,short,1,high
C002842,2,N,short,0,medium
C002843,2,N,short,0,medium
C002844,2,N,short,0,medium
C002845,3,N,medium,0,medium
C002846,2,N,short,0,medium
C002847,4,N,medium,0,medium
C002848,3,N,medium,0,medium
C002849,3,N,medium,0,medium
C002850,4,N,medium,0,medium
C002851,4,Y,medium,1,high
C002852,4,N,medium,0,medium
C002853,3,N,medium,0,medium
C002854,3,N,medium,0,medium
C002855,2,N,short,0,medium
C002856,3,Y,medium,1,high
C002857,2,N,short,0,medium
C002858,2,N,short,0,medium
C002859,3,Y,medium,1,high
C002860,2,N,short,0,medium
C002861,4,Y,medium,1,high
C002862,3,N,medium,0,medium
C002863,4,N,medium,0,medium
C002864,2,N,short,0,medium
C002865,4,N,medium,0,medium
C002866,3,Y,medium,1,high
C002867,4,N,medium,0,medium
C002868,4,N,medium,0,medium
C002869,4,N,medium,0,medium
C002870,4,N,medium,0,medium
C002871,2,N,short,0,medium
C002872,3,N,medium,0,medium
C002873,3,N,medium,0,medium
C002874,3,Y,medium,1,high
C002875,2,N,short,0,medium
C002876,3,Y,medium,1,high
C002877,2,N,short,0,medium
C002878,3,N,medium,0,medium
C002879,3,N,medium,0,medium
C002880,3,N,medium,0,medium
C002881,2,N,short,0,medium
C002882,4,N,medium,0,medium
C002883,2,N,short,0,medium
C002884,2,N,short,0,medium
C002885,2,Y,short,1,high
C002886,4,N,medium,0,medium
C002887,4,N,medium,0,medium
C002888,4,N,medium,0,medium
C002889,4,N,medium,0,medium
C002890,4,N,medium,0,medium
C002891,4,N,medium,0,medium
C002892,3,N,medium,0,medium
C002893,2,N,short,0,medium
C002894,4,N,medium,0,medium
C002895,2,N,short,0,medium
C002896,2,N,short,0,medium
C002897,3,N,medium,0,medium
C002898,2,Y,short,1,high
C002899,4,N,medium,0,medium
C002900,3,N,medium,0,medium
C002901,3,N,medium,0,medium
C002902,3,N,medium,0,medium
C002903,2,N,short,0,medium
C002904,3,N,medium,0,medium
C002905,2,N,short,0,medium
C002906,4,N,medium,0,medium
C002907,4,N,medium,0,medium
C002908,2,N,short,0,medium
C002909,4,N,medium,0,medium
C002910,2,N,short,0,medium
C002911,3,N,medium,0,medium
C002912,4,N,medium,0,medium
C002913,2,N,short,0,medium
C002914,3,N,medium,0,medium
C002915,3,N,medium,0,medium
C002916,4,Y,medium,1,high
C002917,3,N,medium,0,medium
C002918,2,N,short,0,medium
C002919,3,N,medium,0,medium
C002920,3,N,medium,0,medium
C002921,2,N,short,0,medium
C002922,4,N,medium,0,medium
C002923,4,N,medium,0,medium
C002924,4,N,medium,0,medium
C002925,3,N,medium,0,medium
C002926,4,N,medium,0,medium
C002927,3,N,medium,0,medium
C002928,4,N,medium,0,medium
C002929,2,N,short,0,medium
C002930,2,N,short,0,medium
C002931,3,N,medium,0,medium
C002932,2,N,short,0,medium
C002933,4,N,medium,0,medium
C002934,2,N,short,0,medium
C002935,4,N,medium,0,medium
C002936,2,N,short,0,medium
C002937,3,Y,medium,1,high
C002938,2,N,short,0,medium
C002939,4,N,medium,0,medium
C002940,2,N,short,0,medium
C002941,2,N,short,0,medium
C002942,2,N,short,0,medium
C002943,2,N,short,0,medium
C002944,2,N,short,0,medium
C002945,3,N,medium,0,medium
C002946,3,N,medium,0,medium
C002947,4,N,medium,0,medium
C002948,4,N,medium,0,medium
C002949,2,N,short,0,medium
C002950,2,N,short,0,medium
C002951,2,N,short,0,medium
C002952,4,N,medium,0,medium
C002953,3,N,medium,0,medium
C002954,3,Y,medium,1,high
C002955,4,N,medium,0,medium
C002956,3,N,medium,0,medium
C002957,3,N,medium,0,medium
C002958,3,N,medium,0,medium
C002959,4,N,medium,0,medium
C002960,4,N,medium,0,medium
C002961,4,N,medium,0,medium
C002962,4,N,medium,0,medium
C002963,4,N,medium,0,medium
C002964,2,N,short,0,medium
C002965,4,N,medium,0,medium
C002966,3,N,medium,0,medium
C002967,2,N,short,0,medium
C002968,2,N,short,0,medium
C002969,2,N,short,0,medium
C002970,4,N,medium,0,medium
C002971,2,N,short,0,medium
C002972,3,N,medium,0,medium
C002973,3,Y,medium,1,high
C002974,4,N,medium,0,medium
C002975,2,N,short,0,medium
C002976,4,N,medium,0,medium
C002977,3,Y,medium,1,high
C002978,4,N,medium,0,medium
C002979,2,N,short,0,medium
C002980,2,N,short,0,medium
C002981,4,N,medium,0,medium
C002982,2,N,short,0,medium
C002983,3,N,medium,0,medium
C002984,4,N,medium,0,medium
C002985,4,N,medium,0,medium
C002986,4,N,medium,0,medium
C002987,2,N,short,0,medium
C002988,2,N,short,0,medium
C002989,2,N,short,0,medium
C002990,2,N,short,0,medium
C002991,3,N,medium,0,medium
C002992,3,N,medium,0,medium
C002993,4,N,medium,0,medium
C002994,4,N,medium,0,medium
C002995,4,N,medium,0,medium
C002996,4,Y,medium,1,high
C002997,2,N,short,0,medium
C002998,3,N,medium,0,medium
C002999,4,N,medium,0,medium
C003000,4,N,medium,0,medium
C003001,2,Y,short,1,high
C003002,3,N,medium,0,medium
C003003,4,Y,medium,1,high
C003004,3,N,medium,0,medium
C003005,2,Y,short,1,high
C003006,2,N,short,0,medium
C003007,2,Y,short,1,high
C003008,3,N,medium,0,medium
C003009,4,N,medium,0,medium
C003010,4,Y,medium,1,high
C003011,2,N,short,0,medium
C003012,4,N,medium,0,medium
C003013,4,N,medium,0,medium
C003014,3,N,medium,0,medium
C003015,3,N,medium,0,medium
C003016,4,N,medium,0,medium
C003017,2,Y,short,1,high
C003018,3,Y,medium,1,high
C003019,4,N,medium,0,medium
C003020,2,N,short,0,medium
C003021,3,N,medium,0,medium
C003022,4,Y,medium,1,high
C003023,2,N,short,0,medium
C003024,2,Y,short,1,high
C003025,2,N,short,0,medium
C003026,3,N,medium,0,medium
C003027,4,N,medium,0,medium
C003028,2,N,short,0,medium
C003029,2,N,short,0,medium
C003030,4,Y,medium,1,high
C003031,3,N,medium,0,medium
C003032,2,N,short,0,medium
C003033,2,Y,short,1,high
C003034,3,N,medium,0,medium
C003035,3,N,medium,0,medium
C003036,3,N,medium,0,medium
C003037,4,N,medium,0,medium
C003038,3,N,medium,0,medium
C003039,4,N,medium,0,medium
C003040,3,N,medium,0,medium
C003041,4,N,medium,0,medium
C003042,4,Y,medium,1,high
C003043,3,N,medium,0,medium
C003044,3,N,medium,0,medium
C003045,4,N,medium,0,medium
C003046,3,Y,medium,1,high
C003047,4,N,medium,0,medium
C003048,4,N,medium,0,medium
C003049,2,Y,short,1,high
C003050,2,Y,short,1,high
C003051,2,N,short,0,medium
C003052,3,N,medium,0,medium
C003053,4,N,medium,0,medium
C003054,4,N,medium,0,medium
C003055,2,N,short,0,medium
C003056,4,Y,medium,1,high
C003057,2,N,short,0,medium
C003058,4,N,medium,0,medium
C003059,4,N,medium,0,medium
C003060,2,Y,short,1,high
C003061,4,N,medium,0,medium
C003062,2,N,short,0,medium
C003063,4,N,medium,0,medium
C003064,3,N,medium,0,medium
C003065,2,N,short,0,medium
C003066,3,N,medium,0,medium
C003067,3,N,medium,0,medium
C003068,2,N,short,0,medium
C003069,3,N,medium,0,medium
C003070,3,N,medium,0,medium
C003071,3,N,medium,0,medium
C003072,4,N,medium,0,medium
C003073,3,N,medium,0,medium
C003074,4,N,medium,0,medium
C003075,4,N,medium,0,medium
C003076,4,N,medium,0,medium
C003077,2,N,short,0,medium
C003078,2,Y,short,1,high
C003079,4,N,medium,0,medium
C003080,4,N,medium,0,medium
C003081,3,N,medium,0,medium
C003082,3,N,medium,0,medium
C003083,2,N,short,0,medium
C003084,2,Y,short,1,high
C003085,4,N,medium,0,medium
C003086,3,N,medium,0,medium
C003087,3,Y,medium,1,high
C003088,2,N,short,0,medium
C003089,4,N,medium,0,medium
C003090,3,N,medium,0,medium
C003091,3,N,medium,0,medium
C003092,4,Y,medium,1,high
C003093,3,N,medium,0,medium
C003094,4,N,medium,0,medium
C003095,3,Y,medium,1,high
C003096,2,N,short,0,medium
C003097,2,N,short,0,medium
C003098,3,N,medium,0,medium
C003099,2,N,short,0,medium
C003100,3,N,medium,0,medium
C003101,4,N,medium,0,medium
C003102,4,N,medium,0,medium
C003103,4,N,medium,0,medium
C003104,2,N,short,0,medium
C003105,3,N,medium,0,medium
C003106,4,N,medium,0,medium
C003107,2,Y,short,1,high
C003108,3,N,medium,0,medium
C003109,4,N,medium,0,medium
C003110,2,N,short,0,medium
C003111,3,N,medium,0,medium
C003112,4,N,medium,0,medium
C003113,4,Y,medium,1,high
C003114,4,N,medium,0,medium
C003115,2,Y,short,1,high
C003116,2,Y,short,1,high
C003117,2,N,short,0,medium
C003118,3,N,medium,0,medium
C003119,2,Y,short,1,high
C003120,3,N,medium,0,medium
C003121,3,N,medium,0,medium
C003122,2,N,short,0,medium
C003123,2,N,short,0,medium
C003124,3,Y,medium,1,high
C003125,2,N,short,0,medium
C003126,2,N,short,0,medium
C003127,3,N,medium,0,medium
C003128,3,N,medium,0,medium
C003129,4,N,medium,0,medium
C003130,3,Y,medium,1,high
C003131,3,Y,medium,1,high
C003132,2,N,short,0,medium
C003133,4,N,medium,0,medium
C003134,3,N,medium,0,medium
C003135,3,N,medium,0,medium
C003136,3,N,medium,0,medium
C003137,3,N,medium,0,medium
C003138,3,N,medium,0,medium
C003139,2,N,short,0,medium
C003140,4,N,medium,0,medium
C003141,2,N,short,0,medium
C003142,2,N,short,0,medium
C003143,2,N,short,0,medium
C003144,2,N,short,0,medium
C003145,4,N,medium,0,medium
C003146,4,N,medium,0,medium
C003147,4,N,medium,0,medium
C003148,2,N,short,0,medium
C003149,4,N,medium,0,medium
C003150,3,N,medium,0,medium
C003151,3,N,medium,0,medium
C003152,4,N,medium,0,medium
C003153,2,N,short,0,medium
C003154,3,Y,medium,1,high
C003155,2,N,short,0,medium
C003156,4,N,medium,0,medium
C003157,4,N,medium,0,medium
C003158,2,N,short,0,medium
C003159,2,N,short,0,medium
C003160,2,N,short,0,medium
C003161,3,N,medium,0,medium
C003162,4,Y,medium,1,high
C003163,2,N,short,0,medium
C003164,3,N,medium,0,medium
C003165,3,N,medium,0,medium
C003166,2,N,short,0,medium
C003167,4,N,medium,0,medium
C003168,2,N,short,0,medium
C003169,3,N,medium,0,medium
C003170,4,N,medium,0,medium
C003171,3,N,medium,0,medium
C003172,4,N,medium,0,medium
C003173,2,N,short,0,medium
C003174,4,N,medium,0,medium
C003175,4,N,medium,0,medium
C003176,2,Y,short,1,high
C003177,2,N,short,0,medium
C003178,2,Y,short,1,high
C003179,4,N,medium,0,medium
C003180,3,N,medium,0,medium
C003181,2,N,short,0,medium
C003182,4,N,medium,0,medium
C003183,3,N,medium,0,medium
C003184,4,N,medium,0,medium
C003185,4,N,medium,0,medium
C003186,3,N,medium,0,medium
C003187,4,N,medium,0,medium
C003188,3,N,medium,0,medium
C003189,3,N,medium,0,medium
C003190,4,Y,medium,1,high
C003191,4,N,medium,0,medium
C003192,3,N,medium,0,medium
C003193,2,N,short,0,medium
C003194,4,N,medium,0,medium
C003195,4,N,medium,0,medium
C003196,3,N,medium,0,medium
C003197,4,N,medium,0,medium
C003198,3,N,medium,0,medium
C003199,3,N,medium,0,medium
C003200,2,Y,short,1,high
C003201,4,N,medium,0,medium
C003202,2,N,short,0,medium
C003203,3,N,medium,0,medium
C003204,4,N,medium,0,medium
C003205,3,N,medium,0,medium
C003206,2,N,short,0,medium
C003207,2,N,short,0,medium
C003208,3,N,medium,0,medium
C003209,3,N,medium,0,medium
C003210,4,N,medium,0,medium
C003211,2,N,short,0,medium
C003212,3,N,medium,0,medium
C003213,2,N,short,0,medium
C003214,2,N,short,0,medium
C003215,4,Y,medium,1,high
C003216,3,Y,medium,1,high
C003217,2,N,short,0,medium
C003218,2,N,short,0,medium
C003219,3,N,medium,0,medium
C003220,4,N,medium,0,medium
C003221,3,N,medium,0,medium
C003222,3,Y,medium,1,high
C003223,2,Y,short,1,high
C003224,4,Y,medium,1,high
C003225,2,N,short,0,medium
C003226,3,N,medium,0,medium
C003227,2,N,short,0,medium
C003228,4,N,medium,0,medium
C003229,4,N,medium,0,medium
C003230,2,N,short,0,medium
C003231,2,N,short,0,medium
C003232,4,N,medium,0,medium
C003233,3,N,medium,0,medium
C003234,4,N,medium,0,medium
C003235,2,N,short,0,medium
C003236,3,N,medium,0,medium
C003237,3,N,medium,0,medium
C003238,2,N,short,0,medium
C003239,3,N,medium,0,medium
C003240,3,N,medium,0,medium
C003241,3,N,medium,0,medium
C003242,2,N,short,0,medium
C003243,3,Y,medium,1,high
C003244,3,N,medium,0,medium
C003245,2,Y,short,1,high
C003246,3,Y,medium,1,high
C003247,3,Y,medium,1,high
C003248,4,N,medium,0,medium
C003249,4,N,medium,0,medium
C003250,2,N,short,0,medium
C003251,4,N,medium,0,medium
C003252,4,N,medium,0,medium
C003253,3,N,medium,0,medium
C003254,2,N,short,0,medium
C003255,3,N,medium,0,medium
C003256,4,N,medium,0,medium
C003257,3,N,medium,0,medium
C003258,3,N,medium,0,medium
C003259,3,N,medium,0,medium
C003260,3,Y,medium,1,high
C003261,4,N,medium,0,medium
C003262,3,N,medium,0,medium
C003263,3,Y,medium,1,high
C003264,2,N,short,0,medium
C003265,3,Y,medium,1,high
C003266,3,N,medium,0,medium
C003267,2,N,short,0,medium
C003268,2,N,short,0,medium
C003269,2,N,short,0,medium
C003270,4,N,medium,0,medium
C003271,3,N,medium,0,medium
C003272,4,N,medium,0,medium
C003273,2,N,short,0,medium
C003274,4,N,medium,0,medium
C003275,3,N,medium,0,medium
C003276,3,N,medium,0,medium
C003277,4,N,medium,0,medium
C003278,4,N,medium,0,medium
C003279,4,N,medium,0,medium
C003280,4,N,medium,0,medium
C003281,2,Y,short,1,high
C003282,3,N,medium,0,medium
C003283,4,N,medium,0,medium
C003284,3,N,medium,0,medium
C003285,3,N,medium,0,medium
C003286,3,Y,medium,1,high
C003287,4,N,medium,0,medium
C003288,2,N,short,0,medium
C003289,4,N,medium,0,medium
C003290,3,N,medium,0,medium
C003291,3,N,medium,0,medium
C003292,4,N,medium,0,medium
C003293,4,Y,medium,1,high
C003294,3,N,medium,0,medium
C003295,2,N,short,0,medium
C003296,4,N,medium,0,medium
C003297,3,N,medium,0,medium
C003298,3,N,medium,0,medium
C003299,3,N,medium,0,medium
C003300,3,N,medium,0,medium
C003301,3,N,medium,0,medium
C003302,4,N,medium,0,medium
C003303,2,N,short,0,medium
C003304,2,Y,short,1,high
C003305,2,N,short,0,medium
C003306,3,N,medium,0,medium
C003307,3,N,medium,0,medium
C003308,3,N,medium,0,medium
C003309,3,N,medium,0,medium
C003310,3,N,medium,0,medium
C003311,4,N,medium,0,medium
C003312,4,N,medium,0,medium
C003313,2,N,short,0,medium
C003314,4,N,medium,0,medium
C003315,2,N,short,0,medium
C003316,2,N,short,0,medium
C003317,2,N,short,0,medium
C003318,4,Y,medium,1,high
C003319,4,N,medium,0,medium
C003320,2,N,short,0,medium
C003321,3,N,medium,0,medium
C003322,3,N,medium,0,medium
C003323,2,N,short,0,medium
C003324,2,N,short,0,medium
C003325,3,Y,medium,1,high
C003326,4,Y,medium,1,high
C003327,3,N,medium,0,medium
C003328,2,Y,short,1,high
C003329,4,Y,medium,1,high
C003330,2,N,short,0,medium
C003331,3,N,medium,0,medium
C003332,3,N,medium,0,medium
C003333,4,N,medium,0,medium
C003334,4,N,medium,0,medium
C003335,4,N,medium,0,medium
C003336,4,N,medium,0,medium
C003337,2,N,short,0,medium
C003338,3,N,medium,0,medium
C003339,2,N,short,0,medium
C003340,3,N,medium,0,medium
C003341,3,N,medium,0,medium
C003342,4,N,medium,0,medium
C003343,4,N,medium,0,medium
C003344,4,Y,medium,1,high
C003345,4,N,medium,0,medium
C003346,3,N,medium,0,medium
C003347,2,N,short,0,medium
C003348,2,N,short,0,medium
C003349,2,N,short,0,medium
C003350,2,N,short,0,medium
C003351,2,Y,short,1,high
C003352,2,N,short,0,medium
C003353,2,N,short,0,medium
C003354,2,N,short,0,medium
C003355,3,N,medium,0,medium
C003356,4,N,medium,0,medium
C003357,3,N,medium,0,medium
