customer_id,age,income,home_ownership,employment_length,age_category,income_category,employment_stability
C005497,22,61000,RENT,3.0,young,medium,moderate
C005498,24,45000,MORTGAGE,2.0,young,medium,moderate
C005499,24,45000,MORTGAGE,3.0,young,medium,moderate
C005500,22,61000,RENT,2.0,young,medium,moderate
C005501,25,62000,RENT,0.0,adult,medium,unstable
C005502,25,62000,RENT,9.0,adult,medium,stable
C005503,22,62400,RENT,2.0,young,medium,moderate
C005504,25,62400,RENT,5.0,adult,medium,stable
C005505,25,63000,RENT,9.0,adult,medium,stable
C005506,23,63000,RENT,7.0,young,medium,stable
C005507,22,63000,RENT,2.0,young,medium,moderate
C005508,23,45000,MORTGAGE,5.0,young,medium,stable
C005509,24,63000,RENT,2.0,young,medium,moderate
C005510,23,63800,RENT,7.0,young,medium,stable
C005511,25,64000,RENT,9.0,adult,medium,stable
C005512,25,45000,MORTGAGE,3.0,adult,medium,moderate
C005513,24,64151,RENT,0.0,young,medium,unstable
C005514,21,64424,RENT,3.0,young,medium,moderate
C005515,26,45000,MORTGAGE,0.0,adult,medium,unstable
C005516,24,64600,RENT,2.0,young,medium,moderate
C005517,25,45000,OWN,1.0,adult,medium,unstable
C005518,23,45000,MORTGAGE,2.0,young,medium,moderate
C005519,26,65000,RENT,0.0,adult,medium,unstable
C005520,22,65000,RENT,3.0,young,medium,moderate
C005521,25,59000,RENT,0.0,adult,medium,unstable
C005522,22,45000,MORTGAGE,3.0,young,medium,moderate
C005523,25,45000,MORTGAGE,3.0,adult,medium,moderate
C005524,22,45000,MORTGAGE,6.0,young,medium,stable
C005525,23,39000,MORTGAGE,7.0,young,medium,stable
C005526,25,45000,MORTGAGE,0.0,adult,medium,unstable
C005527,23,65000,RENT,2.0,young,medium,moderate
C005528,22,45000,MORTGAGE,1.0,young,medium,unstable
C005529,23,65000,RENT,3.0,young,medium,moderate
C005530,22,45000,MORTGAGE,1.0,young,medium,unstable
C005531,21,59000,RENT,4.0,young,medium,moderate
C005532,25,45000,MORTGAGE,9.0,adult,medium,stable
C005533,26,45000,MORTGAGE,1.0,adult,medium,unstable
C005534,23,45000,MORTGAGE,4.0,young,medium,moderate
C005535,24,65000,RENT,1.0,young,medium,unstable
C005536,23,65000,RENT,3.0,young,medium,moderate
C005537,22,59004,RENT,3.0,young,medium,moderate
C005538,23,45000,OWN,0.0,young,medium,unstable
C005539,25,45000,MORTGAGE,4.0,adult,medium,moderate
C005540,23,39000,MORTGAGE,0.0,young,medium,unstable
C005541,23,45000,MORTGAGE,1.0,young,medium,unstable
C005542,23,45000,OWN,3.0,young,medium,moderate
C005543,22,45000,MORTGAGE,6.0,young,medium,stable
C005544,23,66000,RENT,7.0,young,medium,stable
C005545,26,45000,MORTGAGE,2.0,adult,medium,moderate
C005546,24,45000,MORTGAGE,2.0,young,medium,moderate
C005547,26,45000,MORTGAGE,10.0,adult,medium,stable
C005548,24,39000,MORTGAGE,1.0,young,medium,unstable
C005549,24,67200,RENT,4.0,young,medium,moderate
C005550,22,67500,RENT,2.0,young,medium,moderate
C005551,26,67500,RENT,1.0,adult,medium,unstable
C005552,25,45000,MORTGAGE,0.0,adult,medium,unstable
C005553,23,67596,RENT,2.0,young,medium,moderate
C005554,24,45000,MORTGAGE,0.0,young,medium,unstable
C005555,23,45000,MORTGAGE,3.0,young,medium,moderate
C005556,26,45000,MORTGAGE,0.0,adult,medium,unstable
C005557,22,68000,RENT,7.0,young,medium,stable
C005558,24,68648,RENT,1.0,young,medium,unstable
C005559,23,63900,RENT,7.0,young,medium,stable
C005560,24,69996,RENT,7.0,young,medium,stable
C005561,25,70000,RENT,0.0,adult,high,unstable
C005562,26,70000,RENT,3.0,adult,high,moderate
C005563,23,54400,RENT,2.0,young,medium,moderate
C005564,23,45000,OWN,4.0,young,medium,moderate
C005565,26,70000,RENT,3.0,adult,high,moderate
C005566,22,70500,RENT,1.0,young,high,unstable
C005567,22,71000,RENT,5.0,young,high,stable
C005568,23,55488,RENT,4.0,young,medium,moderate
C005569,22,71400,RENT,3.0,young,high,moderate
C005570,22,39000,MORTGAGE,1.0,young,medium,unstable
C005571,26,72000,RENT,0.0,adult,high,unstable
C005572,22,45000,MORTGAGE,1.0,young,medium,unstable
C005573,22,72000,RENT,1.0,young,high,unstable
C005574,26,39000,MORTGAGE,4.0,adult,medium,moderate
C005575,22,72000,RENT,6.0,young,high,stable
C005576,24,72000,RENT,6.0,young,high,stable
C005577,23,45000,MORTGAGE,1.0,young,medium,unstable
C005578,25,56950,RENT,9.0,adult,medium,stable
C005579,24,73000,RENT,1.0,young,high,unstable
C005580,24,73500,RENT,3.0,young,high,moderate
C005581,24,74000,RENT,2.0,young,high,moderate
C005582,26,74500,RENT,8.0,adult,high,stable
C005583,23,75000,RENT,4.0,young,high,moderate
C005584,24,45000,OTHER,8.0,young,medium,stable
C005585,25,45000,MORTGAGE,7.0,adult,medium,stable
C005586,23,69000,RENT,4.0,young,medium,moderate
C005587,23,75000,RENT,7.0,young,high,stable
C005588,22,75000,RENT,5.0,young,high,stable
C005589,22,75000,RENT,2.0,young,high,moderate
C005590,26,45000,OWN,2.0,adult,medium,moderate
C005591,22,39000,OWN,0.0,young,medium,unstable
C005592,23,45000,OWN,0.0,young,medium,unstable
C005593,22,75000,RENT,2.0,young,high,moderate
C005594,25,45000,OWN,1.0,adult,medium,unstable
C005595,25,45000,MORTGAGE,0.0,adult,medium,unstable
C005596,24,75000,RENT,8.0,young,high,stable
C005597,25,45000,OWN,0.0,adult,medium,unstable
C005598,25,76000,RENT,1.0,adult,high,unstable
C005599,25,76000,RENT,0.0,adult,high,unstable
C005600,25,76344,RENT,2.0,adult,high,moderate
C005601,25,45149,MORTGAGE,,adult,medium,
C005602,25,76500,RENT,4.0,adult,high,moderate
C005603,25,78000,RENT,3.0,adult,high,moderate
C005604,21,45192,MORTGAGE,0.0,young,medium,unstable
C005605,24,78300,RENT,0.0,young,high,unstable
C005606,26,39200,MORTGAGE,2.0,adult,medium,moderate
C005607,23,80000,RENT,5.0,young,high,stable
C005608,23,45204,MORTGAGE,0.0,young,medium,unstable
C005609,24,74000,RENT,6.0,young,high,stable
C005610,22,74000,RENT,3.0,young,high,moderate
C005611,23,45288,MORTGAGE,7.0,young,medium,stable
C005612,23,39292,MORTGAGE,3.0,young,medium,moderate
C005613,23,80000,RENT,6.0,young,high,stable
C005614,23,45300,MORTGAGE,3.0,young,medium,moderate
C005615,23,62900,RENT,7.0,young,medium,stable
C005616,23,39325,MORTGAGE,3.0,young,medium,moderate
C005617,24,45336,MORTGAGE,8.0,young,medium,stable
C005618,24,81000,RENT,6.0,young,high,stable
C005619,23,45378,MORTGAGE,7.0,young,medium,stable
C005620,21,45432,MORTGAGE,4.0,young,medium,moderate
C005621,24,83100,RENT,5.0,young,high,stable
C005622,22,84996,RENT,6.0,young,high,stable
C005623,26,73000,RENT,0.0,adult,high,unstable
C005624,23,45500,OWN,5.0,young,medium,stable
C005625,26,39500,MORTGAGE,6.0,adult,medium,stable
C005626,23,85000,RENT,2.0,young,high,moderate
C005627,21,45600,MORTGAGE,5.0,young,medium,stable
C005628,23,45600,OWN,7.0,young,medium,stable
C005629,23,85272,RENT,7.0,young,high,stable
C005630,23,45600,MORTGAGE,3.0,young,medium,moderate
C005631,26,45600,MORTGAGE,9.0,adult,medium,stable
C005632,23,88000,RENT,1.0,young,high,unstable
C005633,23,45600,MORTGAGE,,young,medium,
C005634,23,45600,MORTGAGE,7.0,young,medium,stable
C005635,25,45600,MORTGAGE,7.0,adult,medium,stable
C005636,25,76000,RENT,2.0,adult,high,moderate
C005637,26,90000,RENT,4.0,adult,high,moderate
C005638,23,78000,RENT,0.0,young,high,unstable
C005639,23,90000,RENT,7.0,young,high,stable
C005640,24,90000,RENT,0.0,young,high,unstable
C005641,24,90000,RENT,5.0,young,high,stable
C005642,24,45600,MORTGAGE,0.0,young,medium,unstable
C005643,25,45600,MORTGAGE,6.0,adult,medium,stable
C005644,21,39600,MORTGAGE,5.0,young,medium,stable
C005645,22,90000,RENT,4.0,young,high,moderate
C005646,22,45600,MORTGAGE,5.0,young,medium,stable
C005647,23,45600,OWN,7.0,young,medium,stable
C005648,25,80000,RENT,8.0,adult,high,stable
C005649,20,94000,RENT,4.0,young,high,moderate
C005650,22,45600,MORTGAGE,5.0,young,medium,stable
C005651,23,95004,RENT,2.0,young,high,moderate
C005652,22,45600,OWN,6.0,young,medium,stable
C005653,26,97500,RENT,10.0,adult,high,stable
C005654,22,45600,MORTGAGE,3.0,young,medium,moderate
C005655,23,86004,RENT,0.0,young,high,unstable
C005656,22,39600,MORTGAGE,6.0,young,medium,stable
C005657,26,45608,OWN,8.0,adult,medium,stable
C005658,22,45673,MORTGAGE,6.0,young,medium,stable
C005659,22,45691,MORTGAGE,5.0,young,medium,stable
C005660,22,39696,MORTGAGE,,young,medium,
C005661,23,100000,RENT,5.0,young,high,stable
C005662,23,100000,RENT,5.0,young,high,stable
C005663,24,100000,RENT,1.0,young,high,unstable
C005664,23,45843,OWN,2.0,young,medium,moderate
C005665,22,39868,MORTGAGE,2.0,young,medium,moderate
C005666,22,102240,RENT,6.0,young,high,stable
C005667,25,39896,MORTGAGE,0.0,adult,medium,unstable
C005668,22,45900,MORTGAGE,1.0,young,medium,unstable
C005669,26,103992,RENT,10.0,adult,high,stable
C005670,26,45900,MORTGAGE,10.0,adult,medium,stable
C005671,23,106000,RENT,7.0,young,high,stable
C005672,22,45975,MORTGAGE,6.0,young,medium,stable
C005673,25,106000,RENT,4.0,adult,high,moderate
C005674,23,45992,MORTGAGE,7.0,young,medium,stable
C005675,25,39996,MORTGAGE,9.0,adult,medium,stable
C005676,24,80155,RENT,8.0,young,high,stable
C005677,24,108000,RENT,8.0,young,high,stable
C005678,25,45996,OWN,0.0,adult,medium,unstable
C005679,21,45996,OWN,5.0,young,medium,stable
C005680,23,108000,RENT,7.0,young,high,stable
C005681,26,45996,OWN,5.0,adult,medium,stable
C005682,24,45996,MORTGAGE,6.0,young,medium,stable
C005683,25,110000,RENT,2.0,adult,high,moderate
C005684,22,111460,RENT,3.0,young,high,moderate
C005685,25,112000,RENT,7.0,adult,high,stable
C005686,25,45996,OWN,9.0,adult,medium,stable
C005687,24,115000,RENT,1.0,young,high,unstable
C005688,24,88400,RENT,8.0,young,high,stable
C005689,24,116300,RENT,6.0,young,high,stable
C005690,23,120000,RENT,2.0,young,high,moderate
C005691,23,45996,OWN,7.0,young,medium,stable
C005692,26,120000,RENT,3.0,adult,high,moderate
C005693,25,120000,RENT,6.0,adult,high,stable
C005694,22,114000,RENT,2.0,young,high,moderate
C005695,26,135000,RENT,10.0,adult,high,stable
C005696,24,137481,RENT,8.0,young,high,stable
C005697,24,46000,MORTGAGE,2.0,young,medium,moderate
C005698,23,46000,MORTGAGE,7.0,young,medium,stable
C005699,23,150000,RENT,3.0,young,high,moderate
C005700,24,150000,RENT,8.0,young,high,stable
C005701,23,138000,RENT,1.0,young,high,unstable
C005702,24,117300,RENT,4.0,young,high,moderate
C005703,25,159996,RENT,4.0,adult,high,moderate
C005704,26,46000,MORTGAGE,3.0,adult,medium,moderate
C005705,25,21600,RENT,0.0,adult,low,unstable
C005706,22,24000,RENT,0.0,young,low,unstable
C005707,25,25000,RENT,1.0,adult,low,unstable
C005708,25,46000,MORTGAGE,4.0,adult,medium,moderate
C005709,23,46000,MORTGAGE,1.0,young,medium,unstable
C005710,21,26000,RENT,5.0,young,low,stable
C005711,23,30000,RENT,1.0,young,medium,unstable
C005712,23,46000,MORTGAGE,6.0,young,medium,stable
C005713,25,30000,RENT,2.0,adult,medium,moderate
C005714,25,32160,RENT,9.0,adult,medium,stable
C005715,23,35000,RENT,0.0,young,medium,unstable
C005716,22,36850,RENT,3.0,young,medium,moderate
C005717,25,38000,RENT,5.0,adult,medium,stable
C005718,23,38000,RENT,1.0,young,medium,unstable
C005719,22,46000,MORTGAGE,6.0,young,medium,stable
C005720,23,24000,RENT,3.0,young,low,moderate
C005721,24,46000,MORTGAGE,8.0,young,medium,stable
C005722,22,46000,MORTGAGE,6.0,young,medium,stable
C005723,23,45000,RENT,3.0,young,medium,moderate
C005724,24,57600,RENT,3.0,young,medium,moderate
C005725,23,46000,MORTGAGE,2.0,young,medium,moderate
C005726,23,23340,RENT,8.0,young,low,stable
C005727,22,24996,RENT,4.0,young,low,moderate
C005728,24,46000,MORTGAGE,5.0,young,medium,stable
C005729,25,26400,RENT,5.0,adult,low,stable
C005730,23,46000,MORTGAGE,,young,medium,
C005731,24,28800,RENT,0.0,young,low,unstable
C005732,25,30000,RENT,1.0,adult,medium,unstable
C005733,22,30000,RENT,2.0,young,medium,moderate
C005734,24,30000,RENT,3.0,young,medium,moderate
C005735,25,46000,MORTGAGE,5.0,adult,medium,stable
C005736,21,47000,RENT,1.0,young,medium,unstable
C005737,22,50004,RENT,5.0,young,medium,stable
C005738,22,65000,RENT,3.0,young,medium,moderate
C005739,25,40000,MORTGAGE,5.0,adult,medium,stable
C005740,21,22000,RENT,,young,low,
C005741,21,32000,RENT,5.0,young,medium,stable
C005742,23,46000,OWN,6.0,young,medium,stable
C005743,24,24000,RENT,0.0,young,low,unstable
C005744,24,26000,RENT,1.0,young,low,unstable
C005745,24,18000,RENT,3.0,young,low,moderate
C005746,22,18000,RENT,2.0,young,low,moderate
C005747,25,46000,MORTGAGE,1.0,adult,medium,unstable
C005748,22,46000,MORTGAGE,3.0,young,medium,moderate
C005749,23,21600,RENT,0.0,young,low,unstable
C005750,26,24000,RENT,3.0,adult,low,moderate
C005751,26,25300,RENT,2.0,adult,low,moderate
C005752,21,46000,OWN,5.0,young,medium,stable
C005753,23,26400,RENT,7.0,young,low,stable
C005754,21,46002,MORTGAGE,4.0,young,medium,moderate
C005755,26,30000,RENT,3.0,adult,medium,moderate
C005756,22,32000,RENT,1.0,young,medium,unstable
C005757,26,33600,RENT,0.0,adult,medium,unstable
C005758,23,35000,RENT,7.0,young,medium,stable
C005759,23,46113,MORTGAGE,4.0,young,medium,moderate
C005760,25,46116,MORTGAGE,9.0,adult,medium,stable
C005761,25,46144,MORTGAGE,9.0,adult,medium,stable
C005762,23,35000,RENT,5.0,young,medium,stable
C005763,26,36000,RENT,,adult,medium,
C005764,22,45000,RENT,4.0,young,medium,moderate
C005765,25,54000,RENT,9.0,adult,medium,stable
C005766,23,55000,RENT,3.0,young,medium,moderate
C005767,24,46325,MORTGAGE,6.0,young,medium,stable
C005768,22,57500,RENT,4.0,young,medium,moderate
C005769,25,46350,MORTGAGE,0.0,adult,medium,unstable
C005770,23,46394,MORTGAGE,7.0,young,medium,stable
C005771,23,60000,RENT,4.0,young,medium,moderate
C005772,23,63000,RENT,3.0,young,medium,moderate
C005773,23,46450,MORTGAGE,6.0,young,medium,stable
C005774,26,46464,MORTGAGE,1.0,adult,medium,unstable
C005775,22,58617,RENT,6.0,young,medium,stable
C005776,22,46500,MORTGAGE,3.0,young,medium,moderate
C005777,22,69108,RENT,2.0,young,medium,moderate
C005778,24,112000,RENT,5.0,young,high,stable
C005779,22,22718,RENT,3.0,young,low,moderate
C005780,23,46500,OWN,2.0,young,medium,moderate
C005781,22,46500,MORTGAGE,1.0,young,medium,unstable
C005782,24,40500,MORTGAGE,8.0,young,medium,stable
C005783,21,46500,MORTGAGE,5.0,young,medium,stable
C005784,26,83004,RENT,7.0,adult,high,stable
C005785,24,46500,MORTGAGE,0.0,young,medium,unstable
C005786,22,46500,MORTGAGE,1.0,young,medium,unstable
C005787,23,46551,MORTGAGE,7.0,young,medium,stable
C005788,22,12000,RENT,5.0,young,low,stable
C005789,21,14400,RENT,4.0,young,low,moderate
C005790,21,15192,RENT,4.0,young,low,moderate
C005791,26,15436,RENT,,adult,low,
C005792,25,18000,RENT,1.0,adult,low,unstable
C005793,23,19136,RENT,4.0,young,low,moderate
C005794,23,46776,OWN,7.0,young,medium,stable
C005795,25,40800,OWN,5.0,adult,medium,stable
C005796,26,46800,MORTGAGE,3.0,adult,medium,moderate
C005797,23,46800,MORTGAGE,,young,medium,
C005798,23,20400,RENT,5.0,young,low,stable
C005799,24,46800,MORTGAGE,6.0,young,medium,stable
C005800,23,21600,RENT,3.0,young,low,moderate
C005801,26,46800,MORTGAGE,,adult,medium,
C005802,23,46800,OWN,7.0,young,medium,stable
C005803,22,46800,MORTGAGE,4.0,young,medium,moderate
C005804,21,21700,RENT,2.0,young,low,moderate
C005805,23,22000,RENT,1.0,young,low,unstable
C005806,24,23000,RENT,4.0,young,low,moderate
C005807,21,46800,MORTGAGE,,young,medium,
C005808,22,23004,RENT,3.0,young,low,moderate
C005809,22,46800,OWN,4.0,young,medium,moderate
C005810,24,24000,RENT,5.0,young,low,stable
C005811,24,46800,MORTGAGE,8.0,young,medium,stable
C005812,23,24000,RENT,0.0,young,low,unstable
C005813,23,24000,RENT,1.0,young,low,unstable
C005814,23,46800,MORTGAGE,4.0,young,medium,moderate
C005815,23,25000,RENT,0.0,young,low,unstable
C005816,23,25200,RENT,1.0,young,low,unstable
C005817,22,26400,RENT,0.0,young,low,unstable
C005818,23,46932,OWN,,young,medium,
C005819,22,46976,OWN,5.0,young,medium,stable
C005820,22,26784,RENT,6.0,young,low,stable
C005821,23,27996,RENT,3.0,young,low,moderate
C005822,24,47000,MORTGAGE,9.0,young,medium,stable
C005823,25,28800,RENT,0.0,adult,low,unstable
C005824,22,30000,RENT,2.0,young,medium,moderate
C005825,22,30000,RENT,1.0,young,medium,unstable
C005826,22,41000,MORTGAGE,6.0,young,medium,stable
C005827,25,30000,RENT,2.0,adult,medium,moderate
C005828,24,47000,MORTGAGE,0.0,young,medium,unstable
C005829,25,47000,OWN,9.0,adult,medium,stable
C005830,24,33000,RENT,3.0,young,medium,moderate
C005831,22,33000,RENT,0.0,young,medium,unstable
C005832,24,47000,MORTGAGE,8.0,young,medium,stable
C005833,26,47000,MORTGAGE,5.0,adult,medium,stable
C005834,22,47000,MORTGAGE,7.0,young,medium,stable
C005835,23,33000,RENT,7.0,young,medium,stable
C005836,23,47000,MORTGAGE,7.0,young,medium,stable
C005837,25,33280,RENT,1.0,adult,medium,unstable
C005838,23,33600,RENT,1.0,young,medium,unstable
C005839,25,47000,OWN,9.0,adult,medium,stable
C005840,21,47000,MORTGAGE,2.0,young,medium,moderate
C005841,24,33900,RENT,3.0,young,medium,moderate
C005842,23,33996,RENT,1.0,young,medium,unstable
C005843,26,34000,RENT,3.0,adult,medium,moderate
C005844,26,34000,RENT,1.0,adult,medium,unstable
C005845,26,47000,OWN,8.0,adult,medium,stable
C005846,25,47000,MORTGAGE,5.0,adult,medium,stable
C005847,26,36000,RENT,2.0,adult,medium,moderate
C005848,23,36000,RENT,5.0,young,medium,stable
C005849,21,36500,RENT,2.0,young,medium,moderate
C005850,24,37000,RENT,3.0,young,medium,moderate
C005851,24,38400,RENT,2.0,young,medium,moderate
C005852,23,47000,MORTGAGE,1.0,young,medium,unstable
C005853,22,38500,RENT,0.0,young,medium,unstable
C005854,22,47000,OWN,6.0,young,medium,stable
C005855,25,40000,RENT,6.0,adult,medium,stable
C005856,24,47000,MORTGAGE,7.0,young,medium,stable
C005857,24,47000,MORTGAGE,5.0,young,medium,stable
C005858,23,40440,RENT,0.0,young,medium,unstable
C005859,23,47000,MORTGAGE,7.0,young,medium,stable
C005860,26,47000,MORTGAGE,0.0,adult,medium,unstable
C005861,23,37000,RENT,5.0,young,medium,stable
C005862,23,43000,RENT,1.0,young,medium,unstable
C005863,24,37004,RENT,2.0,young,medium,moderate
C005864,22,44400,RENT,2.0,young,medium,moderate
C005865,22,47000,MORTGAGE,3.0,young,medium,moderate
C005866,24,47000,OWN,1.0,young,medium,unstable
C005867,24,47000,MORTGAGE,4.0,young,medium,moderate
C005868,22,45000,RENT,3.0,young,medium,moderate
C005869,22,48000,RENT,3.0,young,medium,moderate
C005870,25,48000,RENT,3.0,adult,medium,moderate
C005871,23,48880,RENT,2.0,young,medium,moderate
C005872,21,44000,RENT,0.0,young,medium,unstable
C005873,24,47000,MORTGAGE,1.0,young,medium,unstable
C005874,22,50000,RENT,6.0,young,medium,stable
C005875,23,47000,OWN,4.0,young,medium,moderate
C005876,21,47000,MORTGAGE,5.0,young,medium,stable
C005877,23,47000,MORTGAGE,8.0,young,medium,stable
C005878,22,44052,RENT,3.0,young,medium,moderate
C005879,23,54000,RENT,3.0,young,medium,moderate
C005880,24,54000,RENT,6.0,young,medium,stable
C005881,23,55000,RENT,0.0,young,medium,unstable
C005882,22,56000,RENT,7.0,young,medium,stable
C005883,24,47000,MORTGAGE,0.0,young,medium,unstable
C005884,26,51000,RENT,3.0,adult,medium,moderate
C005885,25,57000,RENT,1.0,adult,medium,unstable
C005886,26,51600,RENT,10.0,adult,medium,stable
C005887,21,59000,RENT,1.0,young,medium,unstable
C005888,22,41000,MORTGAGE,6.0,young,medium,stable
C005889,22,60000,RENT,0.0,young,medium,unstable
C005890,24,47000,MORTGAGE,5.0,young,medium,stable
C005891,24,47000,MORTGAGE,3.0,young,medium,moderate
C005892,25,41000,MORTGAGE,9.0,adult,medium,stable
C005893,23,62000,RENT,7.0,young,medium,stable
C005894,26,62400,RENT,0.0,adult,medium,unstable
C005895,24,41000,MORTGAGE,1.0,young,medium,unstable
C005896,24,62472,RENT,2.0,young,medium,moderate
C005897,24,64000,RENT,3.0,young,medium,moderate
C005898,24,72000,RENT,8.0,young,high,stable
C005899,24,72996,RENT,2.0,young,high,moderate
C005900,24,73700,RENT,0.0,young,high,unstable
C005901,26,90000,RENT,0.0,adult,high,unstable
C005902,22,47091,MORTGAGE,6.0,young,medium,stable
C005903,24,47100,MORTGAGE,,young,medium,
C005904,24,47110,MORTGAGE,0.0,young,medium,unstable
C005905,24,22000,RENT,0.0,young,low,unstable
C005906,23,24000,RENT,7.0,young,low,stable
C005907,22,31000,RENT,5.0,young,medium,stable
C005908,22,47004,RENT,2.0,young,medium,moderate
C005909,21,47200,MORTGAGE,1.0,young,medium,unstable
C005910,24,20485,RENT,,young,low,
C005911,24,47211,OWN,8.0,young,medium,stable
C005912,25,28800,RENT,5.0,adult,low,stable
C005913,22,41244,MORTGAGE,6.0,young,medium,stable
C005914,22,14400,RENT,1.0,young,low,unstable
C005915,21,18000,RENT,1.0,young,low,unstable
C005916,26,47300,MORTGAGE,3.0,adult,medium,moderate
C005917,24,47300,MORTGAGE,5.0,young,medium,stable
C005918,24,19200,RENT,0.0,young,low,unstable
C005919,24,19800,RENT,1.0,young,low,unstable
C005920,21,20000,RENT,,young,low,
C005921,25,47412,MORTGAGE,0.0,adult,medium,unstable
C005922,22,47472,MORTGAGE,6.0,young,medium,stable
C005923,24,24000,RENT,0.0,young,low,unstable
C005924,22,47484,MORTGAGE,0.0,young,medium,unstable
C005925,23,25000,RENT,3.0,young,low,moderate
C005926,21,25000,RENT,5.0,young,low,stable
C005927,22,26000,RENT,0.0,young,low,unstable
C005928,24,47500,MORTGAGE,7.0,young,medium,stable
C005929,22,47500,MORTGAGE,6.0,young,medium,stable
C005930,24,28000,RENT,0.0,young,low,unstable
C005931,24,47500,MORTGAGE,3.0,young,medium,moderate
C005932,21,30000,RENT,1.0,young,medium,unstable
C005933,21,30000,RENT,3.0,young,medium,moderate
C005934,23,30000,RENT,3.0,young,medium,moderate
C005935,25,30000,RENT,9.0,adult,medium,stable
C005936,24,30996,RENT,2.0,young,medium,moderate
C005937,24,47500,MORTGAGE,8.0,young,medium,stable
C005938,22,32000,RENT,3.0,young,medium,moderate
C005939,25,33600,RENT,6.0,adult,medium,stable
C005940,22,47540,MORTGAGE,4.0,young,medium,moderate
C005941,22,47580,MORTGAGE,6.0,young,medium,stable
C005942,21,47580,MORTGAGE,5.0,young,medium,stable
C005943,25,29004,RENT,0.0,adult,low,unstable
C005944,23,36000,RENT,1.0,young,medium,unstable
C005945,26,41682,MORTGAGE,7.0,adult,medium,stable
C005946,25,47700,MORTGAGE,1.0,adult,medium,unstable
C005947,25,36276,RENT,0.0,adult,medium,unstable
C005948,24,38000,RENT,5.0,young,medium,stable
C005949,22,47748,MORTGAGE,5.0,young,medium,stable
C005950,24,38000,RENT,6.0,young,medium,stable
C005951,21,47760,MORTGAGE,2.0,young,medium,moderate
C005952,22,47800,MORTGAGE,5.0,young,medium,stable
C005953,22,47800,MORTGAGE,3.0,young,medium,moderate
C005954,22,33000,RENT,0.0,young,medium,unstable
C005955,25,40000,RENT,2.0,adult,medium,moderate
C005956,23,40000,RENT,7.0,young,medium,stable
C005957,25,40000,RENT,9.0,adult,medium,stable
C005958,25,40800,RENT,9.0,adult,medium,stable
C005959,26,41000,RENT,10.0,adult,medium,stable
C005960,25,42000,RENT,6.0,adult,medium,stable
C005961,22,47940,MORTGAGE,4.0,young,medium,moderate
C005962,22,47952,MORTGAGE,,young,medium,
C005963,26,43860,RENT,6.0,adult,medium,stable
C005964,26,48000,MORTGAGE,10.0,adult,medium,stable
C005965,22,39000,RENT,1.0,young,medium,unstable
C005966,21,48000,MORTGAGE,5.0,young,medium,stable
C005967,24,48000,OWN,8.0,young,medium,stable
C005968,24,47700,RENT,0.0,young,medium,unstable
C005969,24,48000,RENT,7.0,young,medium,stable
C005970,24,48000,RENT,7.0,young,medium,stable
C005971,23,50000,RENT,3.0,young,medium,moderate
C005972,24,50000,RENT,4.0,young,medium,moderate
C005973,23,50000,RENT,0.0,young,medium,unstable
C005974,23,50004,RENT,3.0,young,medium,moderate
C005975,26,51000,RENT,5.0,adult,medium,stable
C005976,24,52000,RENT,2.0,young,medium,moderate
C005977,22,42000,MORTGAGE,,young,medium,
C005978,22,52800,RENT,3.0,young,medium,moderate
C005979,24,54000,RENT,3.0,young,medium,moderate
C005980,23,48000,MORTGAGE,7.0,young,medium,stable
C005981,22,54000,RENT,4.0,young,medium,moderate
C005982,23,48000,OWN,5.0,young,medium,stable
C005983,21,55692,RENT,5.0,young,medium,stable
C005984,24,56000,RENT,8.0,young,medium,stable
C005985,26,56000,RENT,4.0,adult,medium,moderate
C005986,22,56000,RENT,6.0,young,medium,stable
C005987,25,48000,MORTGAGE,0.0,adult,medium,unstable
C005988,23,56880,RENT,7.0,young,medium,stable
C005989,22,48000,OWN,6.0,young,medium,stable
C005990,22,60000,RENT,6.0,young,medium,stable
C005991,23,60000,RENT,1.0,young,medium,unstable
C005992,21,60000,RENT,3.0,young,medium,moderate
C005993,23,62000,RENT,,young,medium,
C005994,26,48000,MORTGAGE,7.0,adult,medium,stable
C005995,22,48000,OWN,0.0,young,medium,unstable
C005996,23,63000,RENT,0.0,young,medium,unstable
C005997,22,48000,MORTGAGE,6.0,young,medium,stable
C005998,22,48000,MORTGAGE,5.0,young,medium,stable
C005999,24,60500,RENT,2.0,young,medium,moderate
C006000,25,68515,RENT,2.0,adult,medium,moderate
C006001,24,48000,MORTGAGE,,young,medium,
C006002,24,48000,MORTGAGE,9.0,young,medium,stable
C006003,24,69000,RENT,1.0,young,medium,unstable
C006004,22,48000,MORTGAGE,0.0,young,medium,unstable
C006005,23,48000,MORTGAGE,7.0,young,medium,stable
C006006,23,69996,RENT,7.0,young,medium,stable
C006007,25,70000,RENT,3.0,adult,high,moderate
C006008,23,48000,OWN,7.0,young,medium,stable
C006009,26,48000,MORTGAGE,10.0,adult,medium,stable
C006010,22,70000,RENT,3.0,young,high,moderate
C006011,23,72000,RENT,7.0,young,high,stable
C006012,23,48000,MORTGAGE,8.0,young,medium,stable
C006013,23,48000,MORTGAGE,8.0,young,medium,stable
C006014,25,48000,OWN,0.0,adult,medium,unstable
C006015,25,58650,RENT,7.0,adult,medium,stable
C006016,23,79000,RENT,4.0,young,high,moderate
C006017,25,81600,RENT,2.0,adult,high,moderate
C006018,24,42000,MORTGAGE,,young,medium,
